,potential,dnn,dim,s,d,energySMSE,profile,regime,cps,source,type,num,error
92,glb,2.0,56.56854249492381,0.375,-4.0,8.42150752768529,"[69.07692307692308, 21.846153846153847, 12.0, 7.923076923076923, 6.384615384615385, 5.3076923076923075, 4.846153846153846, 4.076923076923077, 3.8461538461538463, 3.769230769230769, 3.6923076923076925, 3.3846153846153846, 3.230769230769231, 2.8461538461538463, 2.8461538461538463, 2.769230769230769, 2.6923076923076925, 2.5384615384615383, 2.4615384615384617, 2.3076923076923075, 2.230769230769231, 2.076923076923077, 1.9230769230769231, 1.7692307692307692, 1.7692307692307692, 1.6153846153846154, 1.5384615384615385, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.2307692307692308, 1.0769230769230769, 0.7692307692307693, 0.7692307692307693, 0.6153846153846154, 0.38461538461538464, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.694911867593586,experiment,,,
93,glb,2.0,56.56854249492381,0.375,0.01,0.0264534405829556,"[139.53846153846155, 39.23076923076923, 13.307692307692308, 4.923076923076923, 2.0, 0.6153846153846154, 0.23076923076923078, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",random,17.01095494011971,experiment,,,
94,glb,2.0,56.56854249492381,0.375,0.5,1.228427102620769,"[89.07692307692308, 31.0, 15.538461538461538, 10.538461538461538, 7.923076923076923, 5.846153846153846, 4.769230769230769, 3.923076923076923, 3.6153846153846154, 3.230769230769231, 2.769230769230769, 2.4615384615384617, 2.3076923076923075, 2.1538461538461537, 1.9230769230769231, 1.7692307692307692, 1.5384615384615385, 1.4615384615384615, 1.3076923076923077, 1.2307692307692308, 1.1538461538461537, 1.0, 0.8461538461538461, 0.6153846153846154, 0.46153846153846156, 0.38461538461538464, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.805955836305717,experiment,,,
95,glb,2.0,56.56854249492381,0.375,1.0,0.4754386726212332,"[81.76923076923077, 33.15384615384615, 20.76923076923077, 14.153846153846153, 10.692307692307692, 8.307692307692308, 7.0, 4.846153846153846, 3.6153846153846154, 3.3076923076923075, 2.3846153846153846, 2.076923076923077, 1.3846153846153846, 1.2307692307692308, 1.1538461538461537, 0.8461538461538461, 0.6923076923076923, 0.6923076923076923, 0.5384615384615384, 0.46153846153846156, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.943475604045272,experiment,,,
96,glb,2.0,56.56854249492381,0.375,1.5,0.4207818260370743,"[79.07692307692308, 28.923076923076923, 17.0, 11.846153846153847, 8.846153846153847, 7.076923076923077, 6.538461538461538, 5.615384615384615, 4.923076923076923, 4.0, 3.5384615384615383, 3.076923076923077, 2.8461538461538463, 2.3846153846153846, 2.230769230769231, 2.1538461538461537, 1.8461538461538463, 1.3846153846153846, 1.3076923076923077, 1.2307692307692308, 0.7692307692307693, 0.7692307692307693, 0.6153846153846154, 0.5384615384615384, 0.38461538461538464, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.206161626490125,experiment,,,
97,glb,2.0,56.56854249492381,0.375,2.0,0.6805803541040957,"[72.92307692307692, 27.23076923076923, 16.692307692307693, 11.76923076923077, 9.384615384615385, 8.0, 6.384615384615385, 5.538461538461538, 5.0, 4.615384615384615, 4.076923076923077, 3.769230769230769, 3.230769230769231, 3.0, 2.5384615384615383, 2.3846153846153846, 2.076923076923077, 1.7692307692307692, 1.5384615384615385, 1.3076923076923077, 1.0769230769230769, 1.0, 0.8461538461538461, 0.6923076923076923, 0.6923076923076923, 0.6153846153846154, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.270376948040536,experiment,,,
98,glb,2.0,56.56854249492381,0.375,2.5,1.8038673433982155,"[75.38461538461539, 27.384615384615383, 14.538461538461538, 8.692307692307692, 6.769230769230769, 5.538461538461538, 4.6923076923076925, 4.076923076923077, 3.3076923076923075, 3.076923076923077, 2.5384615384615383, 2.3846153846153846, 2.230769230769231, 2.230769230769231, 2.230769230769231, 2.1538461538461537, 1.9230769230769231, 1.8461538461538463, 1.7692307692307692, 1.7692307692307692, 1.6153846153846154, 1.4615384615384615, 1.3846153846153846, 1.3846153846153846, 1.3846153846153846, 1.3076923076923077, 1.2307692307692308, 1.0769230769230769, 1.0769230769230769, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9230769230769231, 0.8461538461538461, 0.7692307692307693, 0.7692307692307693, 0.6153846153846154, 0.6153846153846154, 0.5384615384615384, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.424879127408868,experiment,,,
99,glb,2.0,56.56854249492381,0.375,3.0,0.7728542768745287,"[74.92307692307692, 25.076923076923077, 14.153846153846153, 9.461538461538462, 7.846153846153846, 6.846153846153846, 5.923076923076923, 5.461538461538462, 5.0, 4.615384615384615, 4.461538461538462, 4.153846153846154, 3.8461538461538463, 3.6923076923076925, 3.3846153846153846, 3.076923076923077, 2.6923076923076925, 2.5384615384615383, 2.3076923076923075, 2.230769230769231, 1.9230769230769231, 1.5384615384615385, 1.3076923076923077, 1.0769230769230769, 0.8461538461538461, 0.5384615384615384, 0.46153846153846156, 0.3076923076923077, 0.23076923076923078, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.326624672530144,experiment,,,
100,glb,2.0,56.56854249492381,0.375,3.5,4.638449526446669,"[76.92307692307692, 27.692307692307693, 15.76923076923077, 11.384615384615385, 8.76923076923077, 7.076923076923077, 5.846153846153846, 4.923076923076923, 4.461538461538462, 3.923076923076923, 3.6153846153846154, 3.230769230769231, 3.076923076923077, 3.0, 2.769230769230769, 2.6923076923076925, 2.6923076923076925, 2.3076923076923075, 2.0, 1.6153846153846154, 1.5384615384615385, 1.3076923076923077, 1.0769230769230769, 0.8461538461538461, 0.46153846153846156, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.30572072975495,experiment,,,
101,glb,2.0,56.56854249492381,0.375,4.0,1.894184660011844,"[74.46153846153847, 26.846153846153847, 14.692307692307692, 11.461538461538462, 9.461538461538462, 7.846153846153846, 6.461538461538462, 5.846153846153846, 5.076923076923077, 4.846153846153846, 3.8461538461538463, 3.3846153846153846, 2.923076923076923, 2.6153846153846154, 2.4615384615384617, 2.3846153846153846, 2.1538461538461537, 2.0, 1.7692307692307692, 1.6153846153846154, 1.4615384615384615, 1.1538461538461537, 0.9230769230769231, 0.7692307692307693, 0.6153846153846154, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.254025007129687,experiment,,,
102,glb,2.0,56.56854249492381,0.45,-0.5,0.1030929402985209,"[108.92307692307692, 40.46153846153846, 19.923076923076923, 10.846153846153847, 6.461538461538462, 4.461538461538462, 2.5384615384615383, 1.9230769230769231, 1.2307692307692308, 1.0, 0.5384615384615384, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,18.720618127804183,experiment,,,
103,glb,2.0,56.56854249492381,0.45,-1.0,0.3190710636609488,"[94.84615384615384, 33.15384615384615, 18.076923076923077, 12.307692307692308, 8.923076923076923, 7.615384615384615, 6.0, 4.846153846153846, 3.3076923076923075, 2.076923076923077, 1.4615384615384615, 1.0, 0.8461538461538461, 0.8461538461538461, 0.6153846153846154, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 0.38461538461538464, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.492236196749957,experiment,,,
104,glb,2.0,56.56854249492381,0.45,-1.5,5.919039585468786,"[80.53846153846153, 28.384615384615383, 17.46153846153846, 12.461538461538462, 9.0, 7.384615384615385, 6.461538461538462, 5.230769230769231, 4.076923076923077, 3.6923076923076925, 3.3846153846153846, 2.5384615384615383, 2.3846153846153846, 2.0, 1.7692307692307692, 1.4615384615384615, 1.3076923076923077, 1.0, 0.7692307692307693, 0.6923076923076923, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.5384615384615384, 0.5384615384615384, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.38461538461538464, 0.3076923076923077, 0.3076923076923077, 0.3076923076923077, 0.3076923076923077, 0.3076923076923077, 0.3076923076923077, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.899641189866777,experiment,,,
105,glb,2.0,56.56854249492381,0.45,-2.0,4.06622518221352,"[81.23076923076923, 27.923076923076923, 15.153846153846153, 10.538461538461538, 8.23076923076923, 6.461538461538462, 5.615384615384615, 4.769230769230769, 4.0, 3.6923076923076925, 3.3846153846153846, 3.230769230769231, 2.923076923076923, 2.5384615384615383, 2.4615384615384617, 2.0, 1.9230769230769231, 1.8461538461538463, 1.7692307692307692, 1.6153846153846154, 1.5384615384615385, 1.4615384615384615, 1.3076923076923077, 1.3076923076923077, 0.9230769230769231, 0.7692307692307693, 0.5384615384615384, 0.3076923076923077, 0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.11430880052393,experiment,,,
106,glb,2.0,56.56854249492381,0.45,-2.5,9.443570425854343,"[77.38461538461539, 27.076923076923077, 15.538461538461538, 11.384615384615385, 8.615384615384615, 6.615384615384615, 5.461538461538462, 4.3076923076923075, 3.3076923076923075, 2.6153846153846154, 2.3846153846153846, 2.076923076923077, 2.076923076923077, 2.076923076923077, 2.076923076923077, 2.0, 2.0, 2.0, 1.6153846153846154, 1.5384615384615385, 1.4615384615384615, 1.3076923076923077, 1.2307692307692308, 1.1538461538461537, 1.1538461538461537, 1.0769230769230769, 1.0, 0.9230769230769231, 0.9230769230769231, 0.8461538461538461, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.6923076923076923, 0.6923076923076923, 0.6153846153846154, 0.5384615384615384, 0.46153846153846156, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.64950138135449,experiment,,,
107,glb,2.0,56.56854249492381,0.45,-3.0,6.320867158874618,"[74.3076923076923, 23.923076923076923, 13.923076923076923, 10.23076923076923, 8.076923076923077, 7.153846153846154, 6.615384615384615, 5.923076923076923, 5.615384615384615, 5.384615384615385, 5.076923076923077, 4.769230769230769, 4.384615384615385, 3.6153846153846154, 3.0, 2.6923076923076925, 2.6153846153846154, 2.3076923076923075, 2.1538461538461537, 2.076923076923077, 1.8461538461538463, 1.5384615384615385, 1.2307692307692308, 0.6153846153846154, 0.38461538461538464, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.416551939076555,experiment,,,
108,glb,2.0,56.56854249492381,0.45,-3.5,6.588736573004816,"[73.84615384615384, 24.076923076923077, 13.846153846153847, 10.307692307692308, 8.0, 6.615384615384615, 6.3076923076923075, 5.6923076923076925, 5.076923076923077, 4.769230769230769, 4.461538461538462, 4.384615384615385, 4.153846153846154, 4.076923076923077, 3.769230769230769, 3.4615384615384617, 2.6923076923076925, 2.3846153846153846, 2.076923076923077, 1.4615384615384615, 1.0769230769230769, 0.8461538461538461, 0.6923076923076923, 0.6153846153846154, 0.5384615384615384, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.38461538461538464, 0.38461538461538464, 0.38461538461538464, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.194464881781077,experiment,,,
109,glb,2.0,56.56854249492381,0.45,-4.0,1.21265615641197,"[72.53846153846153, 23.0, 12.384615384615385, 9.307692307692308, 7.615384615384615, 6.6923076923076925, 5.6923076923076925, 5.153846153846154, 4.076923076923077, 3.6923076923076925, 3.3846153846153846, 3.0, 2.923076923076923, 2.8461538461538463, 2.8461538461538463, 2.6153846153846154, 2.5384615384615383, 2.4615384615384617, 2.230769230769231, 1.7692307692307692, 1.6153846153846154, 1.6153846153846154, 1.4615384615384615, 1.4615384615384615, 1.4615384615384615, 1.3846153846153846, 1.2307692307692308, 1.1538461538461537, 1.1538461538461537, 1.0769230769230769, 1.0769230769230769, 0.9230769230769231, 0.8461538461538461, 0.8461538461538461, 0.6923076923076923, 0.6923076923076923, 0.5384615384615384, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.46153846153846156, 0.38461538461538464, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.780727930273635,experiment,,,
110,glb,2.0,56.56854249492381,0.45,0.01,0.0073998925619041,"[138.84615384615384, 39.76923076923077, 13.538461538461538, 4.923076923076923, 1.9230769230769231, 0.6923076923076923, 0.23076923076923078, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",random,17.01039083092328,experiment,,,
