,potential,dnn,dim,s,d,energySMSE,profile,regime,cps,source,type,num,error
867,glb,2.0,56.56854249492381,0.525,-0.5,0.0118052994381715,"[119.38461538461539, 40.84615384615385, 18.692307692307693, 9.23076923076923, 5.076923076923077, 2.923076923076923, 1.3846153846153846, 0.8461538461538461, 0.6153846153846154, 0.3076923076923077, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,18.147731770883095,experiment,,,
868,glb,2.0,56.56854249492381,0.525,-1.0,0.1027413723789038,"[103.84615384615384, 35.15384615384615, 17.153846153846153, 11.0, 6.6923076923076925, 4.538461538461538, 3.5384615384615383, 3.1538461538461537, 2.6923076923076925, 2.4615384615384617, 2.1538461538461537, 1.8461538461538463, 1.6153846153846154, 1.0, 0.9230769230769231, 0.6923076923076923, 0.38461538461538464, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.32324137945516,experiment,,,
869,glb,2.0,56.56854249492381,0.525,-1.5,0.2005355348631026,"[91.53846153846153, 33.69230769230769, 19.53846153846154, 12.692307692307692, 8.76923076923077, 6.153846153846154, 5.0, 4.615384615384615, 3.769230769230769, 3.230769230769231, 2.6153846153846154, 2.230769230769231, 1.6153846153846154, 1.0769230769230769, 0.9230769230769231, 0.6923076923076923, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.3076923076923077, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.81625024101777,experiment,,,
870,glb,2.0,56.56854249492381,0.525,-2.0,1.0180002545549798,"[84.61538461538461, 32.38461538461539, 18.384615384615383, 13.23076923076923, 10.153846153846153, 8.461538461538462, 7.230769230769231, 6.230769230769231, 5.0, 4.153846153846154, 3.3846153846153846, 2.4615384615384617, 1.4615384615384615, 1.0769230769230769, 0.6923076923076923, 0.5384615384615384, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.117513218319527,experiment,,,
871,glb,2.0,56.56854249492381,0.525,-2.5,5.132286346656696,"[73.23076923076923, 26.46153846153846, 16.076923076923077, 11.76923076923077, 8.692307692307692, 7.153846153846154, 6.615384615384615, 6.230769230769231, 5.615384615384615, 5.0, 4.615384615384615, 3.923076923076923, 3.6153846153846154, 3.3076923076923075, 2.8461538461538463, 2.230769230769231, 2.0, 1.7692307692307692, 1.6153846153846154, 1.4615384615384615, 1.3076923076923077, 1.0769230769230769, 1.0769230769230769, 0.7692307692307693, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.352678134911613,experiment,,,
872,glb,2.0,56.56854249492381,0.525,-3.0,10.30124630791051,"[78.15384615384616, 31.53846153846154, 16.923076923076923, 11.461538461538462, 8.846153846153847, 7.230769230769231, 5.923076923076923, 5.230769230769231, 4.846153846153846, 4.384615384615385, 4.230769230769231, 3.6923076923076925, 3.230769230769231, 2.6153846153846154, 2.1538461538461537, 2.0, 1.6153846153846154, 1.3076923076923077, 1.0, 0.9230769230769231, 0.7692307692307693, 0.6153846153846154, 0.46153846153846156, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.23756583923622,experiment,,,
873,glb,2.0,56.56854249492381,0.525,-3.5,1.0769247007498357,"[77.53846153846153, 27.23076923076923, 18.53846153846154, 14.0, 11.0, 9.0, 7.846153846153846, 5.6923076923076925, 4.384615384615385, 3.230769230769231, 2.6153846153846154, 2.3076923076923075, 1.6923076923076923, 1.3076923076923077, 1.1538461538461537, 1.1538461538461537, 1.1538461538461537, 1.0769230769230769, 1.0, 0.8461538461538461, 0.8461538461538461, 0.7692307692307693, 0.6923076923076923, 0.6923076923076923, 0.6923076923076923, 0.5384615384615384, 0.5384615384615384, 0.5384615384615384, 0.5384615384615384, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.820251167575194,experiment,,,
874,glb,2.0,56.56854249492381,0.525,-4.0,1.0339693533995873,"[76.15384615384616, 26.53846153846154, 15.76923076923077, 11.307692307692308, 9.307692307692308, 7.384615384615385, 5.923076923076923, 4.538461538461538, 4.3076923076923075, 4.0, 3.3076923076923075, 3.0, 2.769230769230769, 2.5384615384615383, 2.3846153846153846, 2.1538461538461537, 1.9230769230769231, 1.9230769230769231, 1.8461538461538463, 1.7692307692307692, 1.6923076923076923, 1.5384615384615385, 1.4615384615384615, 1.3846153846153846, 1.2307692307692308, 0.9230769230769231, 0.8461538461538461, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.17042540199929,experiment,,,
875,glb,2.0,56.56854249492381,0.525,0.01,0.0173566517755977,"[138.6153846153846, 40.15384615384615, 13.23076923076923, 4.923076923076923, 2.076923076923077, 0.6153846153846154, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",random,17.033031878557377,experiment,,,
876,glb,2.0,56.56854249492381,0.525,0.5,0.3853173104268825,"[101.84615384615384, 42.61538461538461, 22.923076923076923, 12.692307692307692, 7.3076923076923075, 4.0, 2.5384615384615383, 1.6153846153846154, 1.3076923076923077, 0.9230769230769231, 0.6153846153846154, 0.38461538461538464, 0.38461538461538464, 0.38461538461538464, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,18.795877867962016,experiment,,,
877,glb,2.0,56.56854249492381,0.525,1.0,3.585399052968173,"[86.0, 36.23076923076923, 22.0, 14.846153846153847, 10.923076923076923, 7.6923076923076925, 5.384615384615385, 3.769230769230769, 3.076923076923077, 2.5384615384615383, 1.7692307692307692, 1.4615384615384615, 1.0, 0.7692307692307693, 0.6923076923076923, 0.6153846153846154, 0.46153846153846156, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.731775306465654,experiment,,,
878,glb,2.0,56.56854249492381,0.525,1.5,1.7464346515191889,"[87.61538461538461, 35.92307692307692, 20.615384615384617, 13.76923076923077, 9.076923076923077, 6.769230769230769, 5.3076923076923075, 4.076923076923077, 3.3846153846153846, 2.923076923076923, 2.230769230769231, 2.0, 1.6153846153846154, 1.1538461538461537, 0.8461538461538461, 0.6923076923076923, 0.5384615384615384, 0.38461538461538464, 0.38461538461538464, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.819797437140952,experiment,,,
879,glb,2.0,56.56854249492381,0.525,2.0,2.064513863365673,"[77.07692307692308, 32.53846153846154, 19.23076923076923, 13.923076923076923, 10.846153846153847, 8.461538461538462, 7.153846153846154, 6.230769230769231, 5.153846153846154, 4.230769230769231, 3.076923076923077, 2.4615384615384617, 1.7692307692307692, 1.4615384615384615, 1.0769230769230769, 1.0769230769230769, 0.7692307692307693, 0.6923076923076923, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.098969002759418,experiment,,,
880,glb,2.0,56.56854249492381,0.525,2.5,4.2852854862903005,"[81.53846153846153, 31.53846153846154, 18.615384615384617, 12.923076923076923, 9.692307692307692, 7.846153846153846, 6.461538461538462, 5.153846153846154, 4.0, 3.4615384615384617, 2.769230769230769, 2.4615384615384617, 2.1538461538461537, 1.6923076923076923, 1.5384615384615385, 1.4615384615384615, 1.2307692307692308, 1.2307692307692308, 0.9230769230769231, 0.6923076923076923, 0.6923076923076923, 0.6153846153846154, 0.46153846153846156, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.041232164783224,experiment,,,
881,glb,2.0,56.56854249492381,0.525,3.0,4.084957649313262,"[85.53846153846153, 35.84615384615385, 21.0, 14.23076923076923, 10.307692307692308, 7.384615384615385, 5.461538461538462, 4.538461538461538, 3.3846153846153846, 2.923076923076923, 2.3846153846153846, 2.076923076923077, 1.6153846153846154, 1.1538461538461537, 1.0, 0.6153846153846154, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.936292120565714,experiment,,,
882,glb,2.0,56.56854249492381,0.525,3.5,1.1371115037273074,"[84.07692307692308, 30.307692307692307, 16.923076923076923, 12.615384615384615, 9.153846153846153, 7.615384615384615, 6.615384615384615, 5.538461538461538, 5.0, 4.3076923076923075, 3.5384615384615383, 3.0, 2.230769230769231, 2.076923076923077, 1.5384615384615385, 1.2307692307692308, 1.2307692307692308, 0.9230769230769231, 0.7692307692307693, 0.46153846153846156, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.144039446287607,experiment,,,
883,glb,2.0,56.56854249492381,0.525,4.0,1.2375685528519136,"[78.07692307692308, 31.076923076923077, 19.076923076923077, 12.76923076923077, 10.76923076923077, 8.615384615384615, 6.6923076923076925, 5.384615384615385, 4.615384615384615, 3.923076923076923, 3.076923076923077, 2.5384615384615383, 2.1538461538461537, 2.0, 1.6153846153846154, 1.4615384615384615, 1.3076923076923077, 1.2307692307692308, 1.0, 0.6153846153846154, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,20.167938727904474,experiment,,,
884,glb,2.0,56.56854249492381,0.6,-0.5,0.0333754974110322,"[119.92307692307692, 41.53846153846154, 19.384615384615383, 9.23076923076923, 4.923076923076923, 2.3076923076923075, 1.1538461538461537, 0.6923076923076923, 0.38461538461538464, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,18.050797999595027,experiment,,,
885,glb,2.0,56.56854249492381,0.6,-1.0,0.1013924005134465,"[105.15384615384616, 41.0, 20.53846153846154, 11.76923076923077, 7.461538461538462, 5.230769230769231, 3.230769230769231, 2.0, 1.4615384615384615, 0.9230769230769231, 0.46153846153846156, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,18.961413323994936,experiment,,,
886,glb,2.0,56.56854249492381,0.6,-1.5,0.0965012234042492,"[100.84615384615384, 37.0, 18.53846153846154, 12.923076923076923, 8.846153846153847, 6.6923076923076925, 4.461538461538462, 3.3076923076923075, 2.3076923076923075, 1.6923076923076923, 1.0769230769230769, 0.8461538461538461, 0.5384615384615384, 0.5384615384615384, 0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.357460872824777,experiment,,,
887,glb,2.0,56.56854249492381,0.6,-2.0,0.3572861109369531,"[84.07692307692308, 33.30769230769231, 20.384615384615383, 14.384615384615385, 11.153846153846153, 8.923076923076923, 6.230769230769231, 4.846153846153846, 4.0, 2.8461538461538463, 2.3846153846153846, 2.076923076923077, 1.5384615384615385, 1.0769230769230769, 0.6923076923076923, 0.5384615384615384, 0.38461538461538464, 0.3076923076923077, 0.23076923076923078, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",complex,19.97869547942846,experiment,,,
